username,submission_week,function_summaries
tingchunkuo,6,"['AutoARIMA', 'AutoARIMA.fit', 'AutoARIMA.fit_predict', 'X.append', 'autoarima_args.AutoARIMA.fit_predict', 'bigquery.Client', 'bigquery_client.query', 'bigquery_client.query.to_dataframe', 'bigquery_client.query.to_dataframe.drop_duplicates', 'bigquery_client.query.to_dataframe.drop_duplicates.reset_index', 'bigquery_client.query.to_dataframe.nunique', 'c.startswith', 'cols.data.fillna', 'cols.data.groupby.sum', 'cols.data.groupby.sum.plot', 'cols.data.replace', 'cols.data.replace.describe', 'cols.data.replace.sum', 'cols.data.sum', 'cols_race.data.groupby.sum', 'cols_race.data.groupby.sum.plot', 'common_cols.data_dict.data_dict.merge.sort_values', 'common_cols.data_dict.data_dict.merge.sort_values.drop_duplicates', 'common_cols.data_dict.data_dict.merge.sort_values.drop_duplicates.reset_index', 'common_cols.data_dict.data_dict.merge.sort_values.reset_index', 'cvalues.isna', 'cvalues.isna.sum', 'data.data.set_index', 'data.data.set_index.loc.plot', 'data.dropna', 'data.get_dummies', 'data.groupby', 'data.groupby.count', 'data.groupby.count.max', 'data.groupby.count.plot', 'data.groupby.count.sum', 'data.groupby.max', 'data.groupby.plot.scatter', 'data.groupby.sum', 'data.groupby.sum.plot', 'data.groupby.sum.plot.scatter', 'data.groupby.sum.reset_index', 'data.groupby.sum.reset_index.merge', 'data.iloc.data.data.set_index', 'data.iloc.data.data.set_index.asfreq', 'data.iloc.data.data.set_index.asfreq.bfill', 'data.iloc.data.data.set_index.plot', 'data.items', 'data.min.data.data.set_index', 'data.min.data.data.set_index.asfreq', 'data.min.data.data.set_index.asfreq.bfill', 'data.nunique', 'data.plot', 'data.plot.scatter', 'data.scatter', 'data.set_index', 'data.set_index.groupby', 'data.set_index.groupby.plot', 'data.set_index.groupby.scatter', 'data.set_index.plot', 'data.sum', 'data.unique', 'data_dict.data_dict.merge.sort_values', 'data_dict.data_dict.merge.sort_values.drop_duplicates', 'data_dict.data_dict.merge.sort_values.drop_duplicates.reset_index', 'data_dict.data_dict.merge.sort_values.reset_index', 'data_dict.data_dict.sum.all', 'data_dict.items', 'data_dict.merge', 'data_dict.sum', 'data_dict.values', 'data_tables.tolist', 'data_tables.unique', 'dd.items', 'df.describe', 'dict', 'e.data.groupby.sum', 'e.data.groupby.sum.plot', 'format', 'i.data.data.set_index', 'i.data.data.set_index.asfreq', 'i.data.data.set_index.asfreq.bfill', 'i.data.data.set_index.asfreq.reindex', 'i.data.groupby.count', 'import', 'int', 'ironhacks_competition.bigquery_client.query.to_dataframe', 'len', 'list', 'map', 'max', 'min', 'model.predict', 'model.predict.reset_index', 'model.predict.reset_index.rename', 'model.predict.reset_index.rename.merge', 'n_periods.AutoARIMA.fit_predict', 'pd.DataFrame', 'pd.Series', 'pd.concat', 'pd.date_range', 'pd.date_range.range.pd.Series.reset_index', 'pd.date_range.rename', 'pd.date_range.rename.range.pd.Series.reset_index', 'pd.date_range.rename.to_series', 'pd.date_range.to_series', 'pd.date_range.to_series.rename', 'pd.get_dummies', 'pd.to_datetime', 'plt.bar', 'plt.figure', 'pred_results.append', 'pred_results.pd.DataFrame.data_dict.merge.to_csv', 'pred_results.pd.DataFrame.prediction_list.merge.to_csv', 'prediction_list.merge', 'print', 'print_missing', 'query_job.to_dataframe', 'range', 'round', 'schema.bigquery_client.query.to_dataframe', 'schema.data_tables.data_tables.loc.tolist', 'seaborn.scatterplot', 'set', 'sns.legend', 'sns.plot', 'sns.scatterplot', 'str', 'table_name.bigquery_client.query.to_dataframe', 'table_name.schema.bigquery_client.query.to_dataframe', 'time_index.y.reindex.fillna', 'tqdm', 'train_timeperiods.i.data.data.set_index.asfreq.reindex.fillna', 'tuple', 'visual_data.merge', 'wt.astype', 'wt.set_index', 'wt.set_index.loc.astype', 'wt.set_index.loc.to_series', 'wt.y.index.max.sum', 'x.merge', 'y.index.max', 'y.index.max.astype', 'y.index.max.date', 'y.plot', 'y.reindex']"
tungvu3117,6,[]
twinblade02,6,"['BayesianRidge', 'Bidirectional', 'DL_X.describe', 'DL_X.head', 'DL_XTest.astype', 'DL_XTest.describe', 'DL_XTest.reshape', 'DL_XTest.to_numpy', 'DL_XTrain.astype', 'DL_XTrain.to_numpy', 'DL_YTest.astpye', 'DL_YTest.to_numpy', 'DL_YTrain.astype', 'DL_data.describe', 'DL_data.drop', 'DL_data.head', 'Dense', 'Dropout', 'ENet.predict', 'ElasticNetCV', 'GS.fit', 'GridSearchCV', 'LE.fit_transform', 'LE.transform', 'LR.fit', 'LR.predict', 'LR2.fit', 'LR2.predict', 'LSTM', 'LSTM_regressor.add', 'LSTM_regressor.compile', 'LSTM_regressor.fit', 'LSTM_regressor.predict', 'LabelEncoder', 'Lasso', 'LassoCV', 'LinearRegression', 'MM_claims.fit_transform', 'MM_claims.inverse_transform', 'MM_other.fit_transform', 'MM_other.inverse_transform', 'MM_wage.fit_transform', 'MinMaxScaler', 'PReg.fit_transform', 'PolynomialFeatures', 'RB_claims.fit_transform', 'RB_claims.inverse_transform', 'RB_other.fit_transform', 'RB_other.inverse_transform', 'RB_other.transform', 'RandomForestRegressor', 'RandomizedSearchCV', 'Regressor_BR.fit', 'Regressor_BR.predict', 'Regressor_LA_bestFit.fit', 'Regressor_Lasso.predict', 'Regressor_RF.predict', 'Regressor_RF_bestFit.fit', 'Regressor_RF_bestFit.predict', 'Regressor_SVR.fit', 'Regressor_SVR.predict', 'RepeatedKFold', 'RepeatedKFoldKFold', 'RepeatedStratifiedKFold', 'RobustScaler', 'SC_other.fit_transform', 'SC_other.transform', 'SVR', 'Sequential', 'StackLSTM_Regressor.add', 'StackLSTM_Regressor.compile', 'StackLSTM_Regressor.fit', 'StackLSTM_Regressor.predict', 'StackLSTM_regressor.predict', 'StandardScaler', 'X.ravel', 'X_test.ENet.predict.reshape', 'X_test.Regressor_BR.predict.reshape', 'X_test.Regressor_Lasso.predict.reshape', 'X_test.Regressor_RF.predict.reshape', 'X_test.Regressor_RF_bestFit.predict.reshape', 'X_test.Regressor_SVR.predict.reshape', 'X_test.describe', 'X_test.values.Regressor_RF_bestFit.predict.reshape', 'Y.describe', 'Y.ravel', 'Y.reshape', 'Y.shape', 'Y_pred_BR.flatten', 'Y_pred_ENet.flatten', 'Y_pred_Lasso.flatten', 'Y_pred_RFR.flatten', 'Y_pred_SVR.flatten', 'Y_pred_SVR.reshape', 'Y_test.RB_claims.inverse_transform.flatten', 'Y_test.flatten', 'Y_train.ravel', 'ax.bar', 'ax.legend', 'bigquery.Client', 'bigquery_client.query', 'check_unemployment.isnull', 'check_unemployment.isnull.sum', 'check_unemployment.isnulll', 'check_unemployment.isnulll.sum', 'check_unemployment.unique', 'check_unemployment.unique.value_counts', 'check_unemployment.value_counts', 'clean_uemp.dropna', 'clean_umepl.corr', 'clean_umepl.isnull', 'clean_umepl.isnull.sum', 'clean_umepl.value_counts', 'clean_unemploymentDf.corr', 'clean_unemploymentDf.duplicated', 'clean_unemploymentDf.fillna', 'clean_unemploymentDf.isnull', 'clean_unemploymentDf.isnull.sum', 'confusion_matrix', 'datetime.strptime', 'dict', 'edu_hist.plot', 'evaluate_regreENetor', 'evaluate_regressor', 'evaluate_regressorENet', 'float', 'gender_demographics.plot', 'get_pred_frame', 'get_predictions', 'grid.fit', 'import', 'ingest.describe', 'ingest.drop', 'ingest.to_csv', 'int', 'len', 'loguniform', 'main_df.copy', 'main_df.corr', 'main_df.datetime.strptime.strftime', 'main_df.describe', 'main_df.drop', 'main_df.dtype', 'main_df.groupby', 'main_df.groupby.count', 'main_df.groupby.mean', 'main_df.groupby.sum', 'main_df.isna', 'main_df.isna.sum', 'main_df.isnull', 'main_df.isnull.sum', 'main_df.nuinque', 'main_df.nunique', 'main_df.rename', 'main_df.unique', 'main_df.unique.count', 'main_df.values.reshape', 'mean_absolute_error', 'mean_squared_error', 'merged_ingest.copy', 'merged_ingest.describe', 'merged_ingest.drop', 'merged_ingest.head', 'merged_ingest.isnull', 'merged_ingest.isnull.sum', 'merged_ingest.sample', 'merged_ingest.to_csv', 'np.abs', 'np.arange', 'np.array', 'np.insert', 'np.mean', 'np.ones_like', 'np.reshape', 'np.sqrt', 'np.triu', 'old_ingest.describe', 'os.makedirs', 'pd.DataFrame', 'pd.concat', 'pd.merge', 'pd.read_csv', 'pd.to_datetime', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.scatter', 'plt.show', 'plt.subplot', 'plt.subplots', 'plt.title', 'plt.xlabel', 'plt.xticks', 'plt.ylabel', 'poly.fit_transform', 'poly.transform', 'prediction_array.flatten', 'prediction_list.copy', 'prediction_list.dtype', 'prediction_sub.append', 'prediction_sub.to_csv', 'print', 'query_job.to_dataframe', 'range', 'regressor.predict', 'result_list.append', 'result_list.dtypes', 'search.fit', 'search_Lasso.fit', 'sns.barplot', 'sns.displot', 'sns.heatmap', 'sns.hist', 'sns.histplot', 'sns.kdeplot', 'sns.pairplot', 'sns.scatterplot', 'sum', 'sum.main_df.groupby.sum', 'train_test_split', 'unemployment_data.copy', 'unemployment_data.corr', 'unemployment_data.describe', 'unemployment_data.fillna', 'unemployment_data.info', 'unemployment_data.isnull', 'unemployment_data.isnull.sum', 'unemployment_data.notnull', 'unemployment_data.replace', 'unemployment_data.unique', 'uniform', 'wage_data.dropna', 'wage_data.duplicated', 'wage_data.fillna', 'wage_data.info', 'wage_data.isnull', 'wage_data.isnull.sum', 'wage_data.mean', 'zip']"
venkys96,6,"['bigquery.Client', 'bigquery_client.query', 'import', 'print', 'query_job.to_dataframe']"
vishalcv98,6,[]
vishveshvsk,6,"['LabelEncoder.fit_transform', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'id.work_data_collection.drop', 'id.work_data_collection.drop_duplicates', 'import', 'linear_model.LinearRegression', 'lm.fit', 'lm.score', 'num_data.interpolate', 'pd.merge', 'query_job.to_dataframe', 'query_job2.to_dataframe', 'series.interploate', 'sns.heatmap', 'type', 'unemployment_data.drop', 'unemployment_data.drop_duplicates', 'unemployment_data.fillna', 'unemployment_data.head', 'unemployment_data.iloc.astype', 'unemployment_data.iloc.interpolate', 'unemployment_data.interpolate', 'unemployment_data.to_csv', 'wage_data.drop', 'wage_data.fillna', 'wage_data.head', 'work_data.drop_dulpicates', 'work_data.drop_duplicates', 'work_data.head']"
vpoliset,6,"['LinearRegression', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'df.head', 'df.mean', 'df.values.reshape', 'df1.plot', 'df2.to_csv', 'dtype', 'edu_level.groupby', 'edu_level.groupby.count', 'edu_level.groupby.count.reset_index', 'edu_level.groupby.count.reset_index.sort_values', 'edu_level.head', 'edu_lvl.head', 'edu_lvl.max', 'edu_lvl.min', 'example_function', 'gender.groupby', 'gender.groupby.count', 'gender.groupby.count.reset_index', 'gender.groupby.count.reset_index.sort_values', 'gender.head', 'gender.max', 'genders.head', 'genders.max', 'import', 'len', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'model.fit', 'model.predict', 'np.cumsum', 'np.linspace', 'np.random.randn', 'np.sqrt', 'pandas.DataFrame', 'pd.DataFrame', 'plt.figure', 'plt.grid', 'plt.legend', 'plt.plot', 'plt.scatter', 'plt.show', 'prediction_data.head', 'print', 'query_job.to_dataframe', 'regressor.fit', 'regressor.predict', 'table_data.head', 'train_test_split', 'unemployment_data.columns', 'unemployment_data.dropna', 'unemployment_data.head', 'wage_data.head', 'y_pred.flatten', 'y_test.flatten']"
xiaohanyu1,6,[]
xp1orer,6,[]
xuhenggao,6,[]
yaminipraneetha,6,"['LinearRegression', 'LinearRegression.fit', 'PCA', 'XGBRegressor', 'XGBRegressor.fit', 'X_test.drop', 'X_train.drop', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'df_data.head', 'df_final.to_csv', 'df_pred_final_1.drop_duplicates', 'df_test.drop', 'fin.columns.isin', 'fin.drop', 'fin.set_index', 'fin.shape', 'final_data.drop', 'final_data.info', 'final_data1.set_index', 'import', 'int', 'len', 'list', 'lm.mean_squared_error', 'lm.predict', 'lm.score', 'mean_squared_error', 'model.fit', 'model.predict', 'model.score', 'pca.fit_transform', 'pd.DataFrame', 'pd.get_dummies', 'plt.show', 'pred_data.head', 'pred_data.info', 'pred_data.join', 'pred_data.merge', 'pred_data.set_index', 'print', 'query_job.to_dataframe', 'set', 'set1.diference', 'set1.difference', 'set2.difference', 'sum', 'test_train_split', 'train_test_split', 'umemp_data.info', 'unemp_data.astype', 'unemp_data.describe', 'unemp_data.drop', 'unemp_data.dropna', 'unemp_data.fillna', 'unemp_data.gender_male.isnull', 'unemp_data.groupby', 'unemp_data.groupby.count', 'unemp_data.groupby.fillna', 'unemp_data.groupby.head', 'unemp_data.groupby.notna', 'unemp_data.groupby.notna.transform', 'unemp_data.groupby.notnull', 'unemp_data.groupby.notnull.transform', 'unemp_data.groupby.sum', 'unemp_data.groupby.transform', 'unemp_data.head', 'unemp_data.hist', 'unemp_data.info', 'unemp_data.isna', 'unemp_data.isna.sum', 'unemp_data.isnull', 'unemp_data.merge', 'unemp_data.notna', 'unemp_data.notnull', 'unemp_data.notnull.sum', 'unemp_data.notnull.unemp_data.groupby', 'unemp_data.notnull.unemp_data.groupby.transform', 'unemp_data.nunique', 'unemp_data.replace', 'unemp_data.shape', 'unemp_data.unique', 'unemp_data.uu_id.unemp_data.sort_values', 'wage_data.describe', 'wage_data.fillna', 'wage_data.groupby', 'wage_data.groupby.transform', 'wage_data.head', 'wage_data.info', 'x.fillna', 'x.isnull', 'x.mean', 'x.mean.isna', 'x.mean.isnull', 'x.mean.null', 'x.mode', 'xgb.XGBRegressor', 'xgb.XGBRegressor.fit']"
yizhou-2dfang,6,[]
zhanwang90,6,"['LinearRegression', 'MAPE', 'MSPE', 'OLS', 'X.drop', 'X.head', 'X_lag1.y_lag1.OLS.fit', 'X_lag1.y_lag1.OLS.fit.summary', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'cols_plot.data.plot', 'covid19_cases_data.head', 'dat.value_counts', 'data.apply', 'data.copy', 'data.corr', 'data.data.isnull', 'data.data.isnull.all', 'data.day', 'data.drop', 'data.head', 'data.info', 'data.isna', 'data.plot', 'data.poisson.fit', 'data.sample', 'data.set_index', 'data.shift', 'data.value_counts', 'dataBalanceCheck', 'dataExplore', 'dataFillNa', 'dataIdentifyDWM', 'dataIdentifyDateMonth', 'data_balance.fillna', 'data_balance.groupby', 'data_balance.head', 'data_balance.index.duplicated', 'data_balance.index.unique', 'data_balance.interpolate', 'data_balance.reindex', 'data_balance.reset_index', 'data_balance.set_index', 'data_balance.set_index.reindex', 'data_balance.sort_index', 'data_balance.week_number.max', 'data_balance.week_number.max.data_balance.week_number.min.range.data_balance.index.unique.pd.MultiIndex.from_product.data_balance.reindex.reset_index', 'data_balance.week_number.max.data_balance.week_number.min.range.data_balance.index.unique.pd.MultiIndex.from_product.data_balance.set_index.reindex.reset_index', 'data_balance.week_number.min', 'data_balance_train.drop', 'data_balance_train_x_m1.astype', 'data_balance_train_y.astype', 'data_balance_valid.drop', 'data_balance_valid_x_m1.astype', 'data_balanceindex.duplicated', 'data_estimate_m1.head', 'data_lastWeek.drop_duplicates', 'data_lastWeek.set_index', 'data_pred.astype', 'data_pred.drop', 'data_pred.head', 'data_pred.set_index', 'data_pred.set_index.join', 'data_pred_query.copy', 'data_pred_query.head', 'data_pred_query.merge', 'data_pred_query.to_csv', 'data_train.drop', 'data_train_x.head', 'data_train_x_m1.astype', 'data_train_x_m1.dtype', 'data_train_x_m1.head', 'data_train_x_m1.info', 'data_train_y.astype', 'data_unemp.head', 'data_valid.drop', 'data_valid_x_m1.astype', 'data_wage.head', 'date.isna', 'datetime', 'datetime.datetime', 'datetime.strptime', 'df.mean', 'df_balance.fillna', 'df_balanced.fillna', 'grp.set_index', 'grp.set_index.interpolate', 'id.data.data.isnull', 'id.data.data.isnull.all', 'import', 'len', 'linear_model.PoissonRegressor', 'm1.fit', 'm1.summary', 'math.ceil', 'max', 'min', 'model.fit', 'model.predict', 'model_lag1.fit', 'model_lag1.summary', 'np.cumsum', 'np.linspace', 'np.random.randn', 'output.head', 'pandas.DataFrame', 'pd.DataFrame', 'pd.DatetimeIndex', 'pd.MultiIndex.from_product', 'pd.Series', 'pd.get_dummies', 'pd.sum', 'pd.to_datetime', 'pd.to_numeric', 'pd.unique', 'plot_acf', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'poission_model.fit', 'poission_model_m2.fit', 'poisson', 'print', 'query_job.to_dataframe', 'query_job_pred.to_dataframe', 'query_job_unemp.to_dataframe', 'query_job_wage.to_dataframe', 'range', 'result.predict', 'result.summary', 'result_m2.predict', 'result_m2.summary', 'sm.GLM', 'sm.add_constant', 'sm.families.Poisson', 'sns.boxplot', 'sns.heatmap', 'sns.set', 'str', 'sum', 'type', 'x.head', 'y.plot', 'y_pred.plot', 'zip']"
abbott34,9,"['LinearRegression', 'LinearRegression.fit', 'abs', 'bigquery.Client', 'bigquery_client.query', 'data.corr', 'data.head', 'data.info', 'data.rename', 'dict', 'import', 'len', 'list', 'mean_absolute_error', 'mean_squared_error', 'np.mean', 'pd.DataFrame', 'pd.DataFrame.from_dict', 'pd.DataFrame.from_records', 'pd.Series', 'pd.append', 'pd.concat', 'pd.factorize', 'pd.series', 'plt.bar', 'plt.bar.plot', 'plt.plot', 'pred_id.MAE.append', 'pred_id.MSE.append', 'pred_id.actual.append', 'pred_id.prediction.append', 'pred_id.predictions.append', 'prediction_list_data.head', 'print', 'query_job.to_dataframe', 'query_job.to_dataframe.head', 'range', 'reg.predict', 'relevant_unemployment_df.apply', 'relevant_unemployment_df.astype', 'relevant_unemployment_df.convert_dtypes', 'relevant_unemployment_df.convert_dtypes.info', 'relevant_unemployment_df.drop', 'relevant_unemployment_df.drop_duplicates', 'relevant_unemployment_df.dropna', 'relevant_unemployment_df.dropna.info', 'relevant_unemployment_df.groupby', 'relevant_unemployment_df.groupby.count', 'relevant_unemployment_df.groupby.count.pd.DataFrame.plot', 'relevant_unemployment_df.head', 'relevant_unemployment_df.info', 'relevant_unemployment_df.isna', 'relevant_unemployment_df.isna.sum', 'relevant_unemployment_df.join', 'relevant_unemployment_df.map', 'relevant_unemployment_df.value_counts', 'relevant_unemployment_df.value_counts.plot', 'relevant_unemployment_df.value_counts.plot.bar', 'relevant_unemployment_df.value_counts.values', 'results_df.explode', 'row.append', 'row.concat', 'set', 'temp_df.append', 'temp_df.convert_dtypes', 'temp_df.drop', 'temp_df.head', 'temp_df.head.values', 'temp_df.info', 'temp_df.isna', 'temp_df.isna.temp_df.loc.head', 'temp_df.isnull', 'temp_df.reset_index', 'temp_df.reset_index.info', 'test.head', 'total_claims_avg.append', 'tracts.append', 'type', 'unemployment_data.head', 'wage_data.head', 'wage_data.order_by', 'wage_data.set_index', 'wage_data.sort_values', 'warnings.simplefilter']"
ahhp0521,9,[]
akatti7,9,"['Bigquery.Client', 'bigquery.Client', 'bigquery_client.query', 'data.head', 'import', 'print', 'query_job.to_dataframe']"
amaltom,9,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'import', 'merged_data.head', 'pd.merge', 'prediction_list.head', 'prediction_list.merge', 'print', 'query_job.to_dataframe', 'query_job2.to_dataframe', 'query_job3.to_dataframe', 'unemployment_data.describe', 'unemployment_data.groupby', 'unemployment_data.groupby.mean', 'unemployment_data.head', 'unemployment_data.value_counts', 'unemplyment_data.value_counts', 'unmeployment_data.groupby', 'unmeployment_data.groupby.mean', 'wage_data.head']"
amoghkokari,9,"['ARIMA', 'LeaveOneOut', 'Mdf.head', 'Mdf.to_csv', 'bigquery.Client', 'bigquery_client.query', 'cdf.head', 'cdf.unique', 'covid19_cases_data.head', 'data.plot', 'data1.drop', 'data1.index.value_counts', 'data1.plot', 'data1.set_index', 'data1.sort_index', 'data1.value_counts', 'df.mean', 'dfp.keys', 'dfp.val', 'dfp.vals', 'dfp.values', 'dfp.valus', 'dict', 'dtf.set_index', 'dtf.sort_index', 'emp_cols.mdf.replace', 'f1_df.plot', 'f1_df.set_index', 'f2_df.describe', 'f2_df.drop_duplicates', 'f2_df.groupby', 'f2_df.groupby.mean', 'f2_df.groupby.set_index', 'f2_df.set_index', 'f2_df.unique', 'f2_df.value_counts', 'f3_df.drop', 'f3_df.drop_duplicates', 'f3_df.np.array.flatten', 'f3_df.value_count', 'f3_df.value_counts', 'f3_df.values_count', 'f_df.drop_duplicates', 'f_df.f_df.groupby.mean', 'f_df.groupby', 'f_df.groupby.mean', 'f_df.nunique', 'f_df.set_index', 'f_df.unique', 'f_df.value_counts', 'fdf.value_counts', 'format', 'import', 'int', 'itertools.product', 'len', 'lgb.Dataset', 'lgb.LightGBMTunerCV', 'lgb.reset_parameter', 'list', 'loo.split', 'max', 'mdf.corr', 'mdf.drop', 'mdf.drop_duplicates', 'mdf.head', 'mdf.nunique', 'mdf.replace', 'mdf.unique', 'mdf.value_counts', 'mod.fit', 'mod.predict', 'n1.to_csv', 'new.columns', 'new.set_index', 'new.to_csv', 'new1.columns', 'new1.drop', 'np.array', 'optuna.create_study', 'optuna.logging.set_verbosity', 'pandas.DataFrame', 'pd.DataFrame.from_dict', 'pd.read_csv', 'pd.to_numeric', 'pdf.drop', 'pdf.head', 'pdf.sort', 'pdf.to_csv', 'pdf.value_counts', 'plt.figure', 'plt.show', 'print', 'query1_job.to_dataframe', 'query_job.to_dataframe', 'range', 'results.predict', 'sm.tsa.statespace.SARIMAX', 'sns.heatmap', 'sorted', 'total_claims.append', 'tuner.run', 'udf.columns', 'udf.corr', 'udf.drop', 'udf.head', 'udf.nunique', 'udf.replace', 'udf.to_csv', 'udf.unique', 'udf.value_counts', 'uu_id.append', 'wdf.head', 'wdf.to_csv', 'week_number.append']"
anamita01,9,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.head', 'import', 'query_job.to_dataframe', 'querydb']"
anamitapowwow,9,"['BIGQUERY.Client', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'import', 'prediction_data.head', 'print', 'query_job.to_dataframe', 'unemployment_data.head', 'wage_data.head']"
ananyaipsita,9,"['np.cumsum', 'np.linspace', 'np.random.randn']"
anirudhtunga,9,[]
arjun-2dstevens,9,[]
aubohlin,9,"['LinearRegression', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'cols_plot.data.plot', 'csv.writer', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.sample', 'data.set_index', 'data.shift', 'df_pred.df_pred.where.dropna', 'df_pred.df_un.where.dropna', 'df_pred.where', 'df_un.df_un.sort', 'df_un.df_un.sort_values', 'df_un.df_un.sort_values.drop_duplicates', 'df_un.df_un.sort_values.drop_duplicates.set_index', 'df_un.df_un.sortby', 'df_un.df_un.where.dropna', 'df_un.where', 'df_wage.head', 'df_working.mean', 'enumerate', 'import', 'key.tract_dict.ewm', 'key.tract_dict.ewm.mean', 'key.tract_dict.mean', 'key.tract_dict.rolling', 'key.tract_dict.rolling.mean', 'max', 'min', 'model.fit', 'model.predict', 'np.cumsum', 'np.linspace', 'np.random.randn', 'open', 'pd.Series', 'pd.to_datetime', 'plot_acf', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'prediction_dict.items', 'print', 'query_job.to_dataframe', 'querydb', 'sns.boxplot', 'sns.heatmap', 'sns.set', 'str', 'tract.df_un.df_un.sort_values', 'tract.df_un.df_un.sort_values.drop_duplicates', 'tract.df_un.df_un.sort_values.drop_duplicates.set_index', 'tract.head', 'tract_dict.head', 'tract_dict.items', 'tract_dict.plot', 'tract_dict.tail', 'writer.writerow', 'y.plot', 'y_pred.plot', 'zip']"
